id,adf_p_level,kpss_p_level,adf_p_diff,kpss_p_diff,adf_stat_level,kpss_stat_level,adf_stat_diff,kpss_stat_diff,both_stat_level,both_stat_diff
FOODS_2_398_CA_1_evaluation,0.12015638723729904,0.01,1.7074333044583683e-15,0.1,False,False,True,True,False,True
FOODS_2_398_WI_1_evaluation,0.6169556596639808,0.01,1.683916095946273e-13,0.1,False,False,True,True,False,True
FOODS_3_001_TX_1_evaluation,0.0083460358967241,0.01,1.8345594742530873e-18,0.1,True,False,True,True,False,True
FOODS_3_003_CA_1_evaluation,0.13204757672604556,0.018065173530899235,1.9272860660358833e-14,0.1,False,False,True,True,False,True
FOODS_3_010_WI_1_evaluation,2.573225389550362e-05,0.1,1.221680864983524e-17,0.1,True,True,True,True,True,True
FOODS_3_011_WI_1_evaluation,0.00016089391660495018,0.1,1.9162252323913217e-20,0.041666666666662966,True,True,True,False,True,False
FOODS_3_013_CA_1_evaluation,0.0008232663611878346,0.1,7.084097935981903e-06,0.1,True,True,True,True,True,True
FOODS_3_013_WI_1_evaluation,0.00021468751015212592,0.06072243820064086,1.3394902726861953e-07,0.1,True,True,True,True,True,True
FOODS_3_014_CA_1_evaluation,0.5953825559928938,0.01,9.138006092332463e-10,0.1,False,False,True,True,False,True
FOODS_3_033_TX_1_evaluation,3.3935002423655528e-18,0.1,4.0259095026107203e-07,0.1,True,True,True,True,True,True
FOODS_3_036_CA_1_evaluation,0.0037783380963163156,0.1,9.09635537048318e-11,0.1,True,True,True,True,True,True
FOODS_3_036_WI_1_evaluation,0.0016443035272734917,0.1,4.338816872816224e-10,0.041666666666666644,True,True,True,False,True,False
FOODS_3_040_WI_1_evaluation,0.009083848921776355,0.1,6.311923837923404e-27,0.1,True,True,True,True,True,True
FOODS_3_048_TX_1_evaluation,0.0011312855057309921,0.04106250898514006,3.466298699417769e-23,0.1,True,False,True,True,False,True
FOODS_3_057_TX_1_evaluation,0.000800218042712546,0.1,8.404947743933669e-23,0.1,True,True,True,True,True,True
FOODS_3_077_CA_1_evaluation,0.030133913726031504,0.1,7.336187395982146e-14,0.1,True,True,True,True,True,True
FOODS_3_078_TX_1_evaluation,0.0003807035008126485,0.01,4.03140702632903e-14,0.1,True,False,True,True,False,True
FOODS_3_084_CA_1_evaluation,0.025718507012658334,0.01,1.733385207491757e-05,0.1,True,False,True,True,False,True
FOODS_3_085_CA_1_evaluation,2.350193838148072e-19,0.1,9.140548504808216e-08,0.1,True,True,True,True,True,True
FOODS_3_085_WI_1_evaluation,1.937840996595735e-06,0.1,3.1445951117180814e-17,0.1,True,True,True,True,True,True
FOODS_3_086_WI_1_evaluation,2.2538860537593018e-06,0.1,7.107612267701747e-17,0.1,True,True,True,True,True,True
FOODS_3_087_TX_1_evaluation,2.9047472104885662e-15,0.1,7.0804419860322826e-09,0.1,True,True,True,True,True,True
FOODS_3_094_WI_1_evaluation,6.698482955756637e-13,0.06509186964017749,1.0639067966360867e-09,0.1,True,True,True,True,True,True
FOODS_3_096_TX_1_evaluation,0.6553669320828197,0.01,7.1899868977435e-07,0.1,False,False,True,True,False,True
FOODS_3_104_WI_1_evaluation,3.593389621644503e-05,0.01,1.7561397609021004e-14,0.0416666666666694,True,False,True,False,False,False
FOODS_3_106_TX_1_evaluation,3.5221973536750697e-09,0.1,3.3231191827792915e-15,0.1,True,True,True,True,True,True
FOODS_3_119_CA_1_evaluation,0.025729079595693222,0.1,1.0975268021933199e-22,0.1,True,True,True,True,True,True
FOODS_3_119_TX_1_evaluation,4.937924791365988e-10,0.1,3.1901366694989003e-19,0.1,True,True,True,True,True,True
FOODS_3_128_TX_1_evaluation,0.07976323162899485,0.01,9.155176699853045e-14,0.1,False,False,True,True,False,True
FOODS_3_132_TX_1_evaluation,0.18141834642884602,0.01,3.0167594814875296e-24,0.1,False,False,True,True,False,True
FOODS_3_135_TX_1_evaluation,0.43689359798259136,0.01,1.0092187132570754e-07,0.1,False,False,True,True,False,True
FOODS_3_137_CA_1_evaluation,0.4636575806396707,0.01,6.518684261104452e-12,0.07324805908499966,False,False,True,True,False,True
FOODS_3_143_TX_1_evaluation,2.1866335472133863e-09,0.1,4.212933196272806e-18,0.1,True,True,True,True,True,True
FOODS_3_151_CA_1_evaluation,0.4612958757905018,0.01,9.976430712822945e-20,0.1,False,False,True,True,False,True
FOODS_3_161_CA_1_evaluation,0.00010966984414401442,0.03372884103960817,4.0269043182281224e-18,0.1,True,False,True,True,False,True
FOODS_3_166_CA_1_evaluation,9.305317356793716e-14,0.1,1.9093540936355694e-10,0.04166666666666504,True,True,True,False,True,False
FOODS_3_166_TX_1_evaluation,7.713405754309657e-10,0.1,7.176204611708526e-09,0.1,True,True,True,True,True,True
FOODS_3_172_WI_1_evaluation,0.641498143775211,0.01,2.572114448660677e-08,0.1,False,False,True,True,False,True
FOODS_3_188_TX_1_evaluation,3.1962563764401283e-28,0.1,1.6016506591181923e-18,0.1,True,True,True,True,True,True
FOODS_3_188_WI_1_evaluation,1.061043693984581e-21,0.1,3.5727524699222327e-13,0.1,True,True,True,True,True,True
FOODS_3_196_CA_1_evaluation,1.069629396643946e-07,0.1,2.783615757604117e-11,0.1,True,True,True,True,True,True
FOODS_3_198_WI_1_evaluation,0.009545576027091248,0.1,1.5754684531283158e-12,0.1,True,True,True,True,True,True
FOODS_3_200_TX_1_evaluation,0.03088955660430378,0.1,1.5089188476191276e-10,0.1,True,True,True,True,True,True
FOODS_3_206_TX_1_evaluation,2.848900171446697e-07,0.1,5.772693323800716e-26,0.1,True,True,True,True,True,True
FOODS_3_210_CA_1_evaluation,0.13735964334531003,0.01,5.0743195258200844e-14,0.1,False,False,True,True,False,True
FOODS_3_211_TX_1_evaluation,1.0553797189239145e-05,0.01,7.845416669004076e-26,0.1,True,False,True,True,False,True
FOODS_3_213_CA_1_evaluation,3.807142011014347e-08,0.022391670236123005,6.7227415163117944e-09,0.1,True,False,True,True,False,True
FOODS_3_223_TX_1_evaluation,1.4153451002462335e-25,0.1,2.4463603591421648e-14,0.1,True,True,True,True,True,True
FOODS_3_240_TX_1_evaluation,1.4438744030933994e-17,0.07164326225810687,2.820709660947536e-11,0.1,True,True,True,True,True,True
FOODS_3_243_CA_1_evaluation,0.003381416770563236,0.01,2.5214502161658354e-14,0.1,True,False,True,True,False,True
FOODS_3_246_WI_1_evaluation,0.003135234374399347,0.1,2.3231363327983733e-13,0.09172270320137597,True,True,True,True,True,True
FOODS_3_255_TX_1_evaluation,1.308727290242593e-13,0.1,1.5597332188136009e-07,0.1,True,True,True,True,True,True
FOODS_3_260_CA_1_evaluation,0.11463985741699789,0.03945539914347932,6.386548044087134e-13,0.1,False,False,True,True,False,True
FOODS_3_262_WI_1_evaluation,0.06305906980155862,0.01,8.564224826337716e-25,0.1,False,False,True,True,False,True
FOODS_3_265_WI_1_evaluation,0.001019897297871525,0.1,5.5737691248507746e-27,0.1,True,True,True,True,True,True
FOODS_3_269_CA_1_evaluation,5.358049672896058e-07,0.1,1.1665633265942844e-18,0.1,True,True,True,True,True,True
FOODS_3_269_WI_1_evaluation,0.023994366682945457,0.01,1.4967131709361488e-21,0.04166666666667274,True,False,True,False,False,False
FOODS_3_272_WI_1_evaluation,0.0763259259256036,0.02079613600257307,2.2953089912876976e-08,0.1,False,False,True,True,False,True
FOODS_3_273_TX_1_evaluation,0.00014304575308618858,0.1,9.178734931029004e-08,0.1,True,True,True,True,True,True
FOODS_3_276_CA_1_evaluation,0.001582093182190809,0.1,3.3113132939051893e-09,0.1,True,True,True,True,True,True
FOODS_3_283_TX_1_evaluation,0.057886996466716335,0.014396517229696029,2.899828878679324e-14,0.1,False,False,True,True,False,True
FOODS_3_287_WI_1_evaluation,0.005627799265244754,0.05929090060563448,2.9389104103627203e-14,0.1,True,True,True,True,True,True
FOODS_3_291_WI_1_evaluation,0.0006297880646440508,0.01,2.9641989248933744e-14,0.1,True,False,True,True,False,True
FOODS_3_293_CA_1_evaluation,0.10738709232683302,0.08989169470929465,3.342450019742221e-10,0.1,False,True,True,True,False,True
FOODS_3_295_CA_1_evaluation,7.208936598365498e-07,0.022594455085280574,8.294274695304001e-13,0.1,True,False,True,True,False,True
FOODS_3_296_WI_1_evaluation,0.9806843706555186,0.06321155382031231,0.003800448709309802,0.1,False,True,True,True,False,True
FOODS_3_299_WI_1_evaluation,2.986233858559527e-13,0.1,2.195063823736232e-12,0.1,True,True,True,True,True,True
FOODS_3_304_TX_1_evaluation,0.40979444759343203,0.01,8.75510366111413e-08,0.04166666666665047,False,False,True,False,False,False
FOODS_3_308_TX_1_evaluation,2.99538853651746e-19,0.1,4.483908800019013e-10,0.1,True,True,True,True,True,True
FOODS_3_314_CA_1_evaluation,0.08427710735441829,0.01,1.2569133547002326e-21,0.1,False,False,True,True,False,True
FOODS_3_321_TX_1_evaluation,0.05452895644103017,0.01,5.819907661293338e-20,0.04166666666666683,False,False,True,False,False,False
FOODS_3_322_WI_1_evaluation,8.556259245212575e-05,0.1,1.6425390231284978e-24,0.1,True,True,True,True,True,True
FOODS_3_331_CA_1_evaluation,0.33718679059267326,0.01,1.3326766131237732e-10,0.1,False,False,True,True,False,True
FOODS_3_335_TX_1_evaluation,0.01024213655619606,0.033495832759986584,1.5489480102090532e-20,0.1,True,False,True,True,False,True
FOODS_3_338_CA_1_evaluation,0.0003585123296441264,0.04285893939593853,7.346942403015346e-10,0.1,True,False,True,True,False,True
FOODS_3_344_TX_1_evaluation,0.127488111158312,0.017119168272807794,1.2918364748285074e-08,0.1,False,False,True,True,False,True
FOODS_3_346_CA_1_evaluation,0.0049376931869430435,0.01,3.7361035801138833e-13,0.1,True,False,True,True,False,True
FOODS_3_361_CA_1_evaluation,1.2704991447380889e-06,0.04379704011949914,4.969953267970833e-17,0.1,True,False,True,True,False,True
FOODS_3_363_TX_1_evaluation,0.01998114121926565,0.01,4.466518053043613e-23,0.1,True,False,True,True,False,True
FOODS_3_364_CA_1_evaluation,0.023719581303676993,0.06520068830754483,7.727071017499669e-05,0.08131808018061225,True,True,True,True,True,True
FOODS_3_373_TX_1_evaluation,1.0898215785380381e-05,0.051178071333908136,4.729953739978086e-26,0.1,True,True,True,True,True,True
FOODS_3_376_CA_1_evaluation,0.033579889714960266,0.013819607069195827,7.3789578594945765e-22,0.04166666666666918,True,False,True,False,False,False
FOODS_3_376_WI_1_evaluation,5.745497475089555e-16,0.1,3.131286750055573e-15,0.1,True,True,True,True,True,True
FOODS_3_379_WI_1_evaluation,0.5443732703259568,0.01,3.2330939511384774e-12,0.1,False,False,True,True,False,True
FOODS_3_381_CA_1_evaluation,0.30874409154800914,0.01,8.70334110061846e-09,0.1,False,False,True,True,False,True
FOODS_3_384_WI_1_evaluation,9.573685176795415e-05,0.09408943406905734,1.4754368645214271e-18,0.1,True,True,True,True,True,True
FOODS_3_387_TX_1_evaluation,1.8493053885944183e-05,0.03112647170078729,4.97968744497449e-24,0.1,True,False,True,True,False,True
FOODS_3_388_TX_1_evaluation,0.2744430773675465,0.014152749469028721,4.052856401275777e-07,0.1,False,False,True,True,False,True
FOODS_3_390_CA_1_evaluation,0.5115057064575024,0.01,3.835737014076895e-07,0.041666666666662695,False,False,True,False,False,False
FOODS_3_391_TX_1_evaluation,0.03101652630418047,0.01,1.3096390763442828e-18,0.1,True,False,True,True,False,True
FOODS_3_397_CA_1_evaluation,2.2358000953838217e-11,0.1,3.310415549722329e-14,0.1,True,True,True,True,True,True
FOODS_3_398_WI_1_evaluation,0.03504172321019943,0.01,2.9430447401157374e-08,0.1,True,False,True,True,False,True
FOODS_3_401_WI_1_evaluation,3.9310257620978856e-21,0.01,5.045343997766223e-15,0.04166666666664291,True,False,True,False,False,False
FOODS_3_407_CA_1_evaluation,0.18097060576004642,0.01205018018045863,1.665235557616737e-08,0.1,False,False,True,True,False,True
FOODS_3_412_CA_1_evaluation,0.04270983321558881,0.01,7.717272494603859e-20,0.1,True,False,True,True,False,True
FOODS_3_412_WI_1_evaluation,0.011850602541391322,0.01,4.0509121655336526e-18,0.1,True,False,True,True,False,True
FOODS_3_417_CA_1_evaluation,0.12193822372085827,0.01,2.3758497819910224e-15,0.1,False,False,True,True,False,True
FOODS_3_419_CA_1_evaluation,0.014145828038326747,0.1,4.0517558706615866e-16,0.1,True,True,True,True,True,True
FOODS_3_424_WI_1_evaluation,3.413101452161103e-05,0.1,1.106351813867112e-18,0.1,True,True,True,True,True,True
